nn(Transcript-2, Debate-1)
pobj(about-16, education-17)
advmod(talking-15, principally-18)
punct(want-2, .-19)

root(ROOT-0, Let-1)
nsubj(come-3, me-2)
ccomp(Let-1, come-3)
advmod(come-3, back-4)
prep(come-3, in-5)
num(moment-7, one-6)
pobj(in-5, moment-7)
prep(come-3, to-8)
pobj(to-8, that-9)
punct(Let-1, ,-10)
cc(Let-1, but-11)
nsubj(want-13, I-12)
conj(Let-1, want-13)
aux(speak-15, to-14)
xcomp(want-13, speak-15)
prep(speak-15, for-16)
det(second-18, a-17)
pobj(for-16, second-18)
punct(speak-15, ,-19)
mark(can-22, if-20)
nsubj(can-22, I-21)
advcl(speak-15, can-22)
punct(speak-15, ,-23)
prep(speak-15, to-24)
dobj(said-28, what-25)
det(president-27, the-26)
nsubj(said-28, president-27)
pcomp(to-24, said-28)
prep(said-28, about-29)
amod(responsibility-31, fiscal-30)
pobj(about-29, responsibility-31)
punct(Let-1, .-32)

auxpass(lectured-2, Being-1)
csubj(is-9, lectured-2)
prep(lectured-2, by-3)
det(president-5, the-4)
pobj(by-3, president-5)
prep(lectured-2, on-6)
amod(responsibility-8, fiscal-7)
pobj(on-6, responsibility-8)
root(ROOT-0, is-9)
det(bit-12, a-10)
amod(bit-12, little-11)
npadvmod(like-13, bit-12)
prep(is-9, like-13)
nn(Soprano-15, Tony-14)
nsubj(talking-16, Soprano-15)
pcomp(like-13, talking-16)
prep(talking-16, to-17)
pobj(to-17, me-18)
prep(talking-16, about-19)
pobj(about-19, law-20)
cc(law-20, and-21)
conj(law-20, order-22)
prep(law-20, in-23)
det(country-25, this-24)
pobj(in-23, country-25)
punct(is-9, .-26)

det(president-2, This-1)
nsubj(taken-4, president-2)
aux(taken-4, has-3)
root(ROOT-0, taken-4)
det($5.6-6, a-5)
dobj(taken-4, $5.6-6)
num(surplus-8, trillion-7)
dep($5.6-6, surplus-8)
cc(taken-4, and-9)
conj(taken-4, turned-10)
dobj(turned-10, it-11)
mark(see-20, into-12)
nsubj(see-20, deficits-13)
advmod(far-15, as-14)
advmod(see-20, far-15)
prep(far-15, as-16)
det(eye-18, the-17)
pobj(as-16, eye-18)
aux(see-20, can-19)
advcl(turned-10, see-20)
punct(taken-4, .-21)

nn(care-3, Health-1)
punct(care-3, --2)
nn(costs-4, care-3)
nsubj(gone-10, costs-4)
prep(costs-4, for-5)
det(American-8, the-6)
amod(American-8, average-7)
pobj(for-5, American-8)
aux(gone-10, have-9)
root(ROOT-0, gone-10)
advmod(gone-10, up-11)
num(percent-13, 64-12)
dobj(gone-10, percent-13)
punct(gone-10, ;-14)
nsubj(gone-17, tuitions-15)
aux(gone-17, have-16)
parataxis(gone-10, gone-17)
advmod(gone-17, up-18)
num(percent-20, 35-19)
dobj(gone-17, percent-20)
punct(gone-10, ;-21)
nn(prices-23, gasoline-22)
dep(percent-26, prices-23)
advmod(percent-26, up-24)
num(percent-26, 30-25)
parataxis(gone-10, percent-26)
punct(gone-10, ;-27)
nn(premiums-29, Medicare-28)
nsubj(went-30, premiums-29)
parataxis(gone-10, went-30)
advmod(went-30, up-31)
num(percent-33, 17-32)
dobj(went-30, percent-33)
quantmod(few-35, a-34)
num(days-36, few-35)
npadvmod(ago-37, days-36)
advmod(went-30, ago-37)
punct(gone-10, ;-38)
nn(drugs-40, prescription-39)
nsubj(percent-44, drugs-40)
cop(percent-44, are-41)
advmod(percent-44, up-42)
num(percent-44, 12-43)
parataxis(gone-10, percent-44)
det(year-46, a-45)
tmod(percent-44, year-46)
punct(gone-10, .-47)

cc(guess-2, But-1)
root(ROOT-0, guess-2)
dep(guess-2, what-3)
punct(guess-2, ,-4)
dep(guess-2, America-5)
punct(guess-2, ?-6)

det(wages-2, The-1)
nsubj(gone-6, wages-2)
prep(wages-2, of-3)
pobj(of-3, Americans-4)
aux(gone-6, have-5)
root(ROOT-0, gone-6)
prt(gone-6, down-7)
punct(gone-6, .-8)

det(jobs-2, The-1)
nsubj(paying-12, jobs-2)
nsubjpass(created-6, that-3)
aux(created-6, are-4)
auxpass(created-6, being-5)
rcmod(jobs-2, created-6)
prep(created-6, in-7)
pobj(in-7, Arizona-8)
advmod(now-10, right-9)
advmod(created-6, now-10)
aux(paying-12, are-11)
root(ROOT-0, paying-12)
quantmod($-14, about-13)
num(less-16, $-14)
num($-14, 13,700-15)
dobj(paying-12, less-16)
dep(less-16, than-17)
det(jobs-19, the-18)
pobj(than-17, jobs-19)
dobj(losing-23, that-20)
nsubj(losing-23, we-21)
aux(losing-23, 're-22)
rcmod(jobs-19, losing-23)
punct(paying-12, .-24)

cc(walks-5, And-1)
det(president-3, the-2)
nsubj(walks-5, president-3)
advmod(walks-5, just-4)
root(ROOT-0, walks-5)
prt(walks-5, on-6)
prep(walks-5, by-7)
det(problem-9, this-8)
pobj(by-7, problem-9)
punct(walks-5, .-10)

det(fact-2, The-1)
nsubj(is-3, fact-2)
root(ROOT-0, is-3)
mark(cut-7, that-4)
nsubjpass(cut-7, he-5)
auxpass(cut-7, 's-6)
ccomp(is-3, cut-7)
nn(training-10, job-8)
punct(training-10, --9)
nn(money-11, training-10)
dobj(cut-7, money-11)
punct(is-3, .-12)

nsubjpass(cut-5, $-1)
number(billion-3, 1-2)
num($-1, billion-3)
auxpass(cut-5, was-4)
root(ROOT-0, cut-5)
punct(cut-5, .-6)

nsubj(added-3, They-1)
advmod(added-3, only-2)
root(ROOT-0, added-3)
det(bit-6, a-4)
amod(bit-6, little-5)
dobj(added-3, bit-6)
advmod(bit-6, back-7)
det(year-9, this-8)
tmod(added-3, year-9)
mark(year-15, because-10)
nsubj(year-15, it-11)
cop(year-15, 's-12)
det(year-15, an-13)
nn(year-15, election-14)
advcl(added-3, year-15)
punct(added-3, .-16)

nsubj(cut-3, They-1)
aux(cut-3, 've-2)
root(ROOT-0, cut-3)
det(Grants-6, the-4)
nn(Grants-6, Pell-5)
dobj(cut-3, Grants-6)
cc(Grants-6, and-7)
det(loans-10, the-8)
nn(loans-10, Perkins-9)
conj(Grants-6, loans-10)
aux(help-12, to-11)
vmod(Grants-6, help-12)
dobj(help-12, kids-13)
cop(able-15, be-14)
dep(help-12, able-15)
aux(go-17, to-16)
xcomp(able-15, go-17)
prep(go-17, to-18)
pobj(to-18, college-19)
punct(cut-3, .-20)

nsubj(cut-3, They-1)
aux(cut-3, 've-2)
root(ROOT-0, cut-3)
det(money-6, the-4)
amod(money-6, training-5)
dobj(cut-3, money-6)
punct(cut-3, .-7)

nsubj(wound-3, They-1)
aux(wound-3, 've-2)
root(ROOT-0, wound-3)
prt(wound-3, up-4)
neg(even-6, not-5)
cc(extending-7, even-6)
ccomp(wound-3, extending-7)
nn(benefits-9, unemployment-8)
dobj(extending-7, benefits-9)
cc(extending-7, and-10)
neg(even-12, not-11)
cc(extending-13, even-12)
conj(extending-7, extending-13)
nn(care-15, health-14)
dobj(extending-13, care-15)
prep(extending-7, to-16)
det(people-18, those-17)
pobj(to-16, people-18)
nsubj(unemployed-21, who-19)
cop(unemployed-21, are-20)
rcmod(people-18, unemployed-21)
punct(wound-3, .-22)

nsubj(going-3, I-1)
aux(going-3, 'm-2)
root(ROOT-0, going-3)
aux(do-5, to-4)
xcomp(going-3, do-5)
det(things-7, those-6)
dobj(do-5, things-7)
punct(going-3, ,-8)
mark('s-11, because-9)
nsubj('s-11, that-10)
advcl(going-3, 's-11)
nsubj(right-14, what-12)
cop(right-14, 's-13)
ccomp('s-11, right-14)
prep(right-14, in-15)
pobj(in-15, America-16)
punct('s-11, :-17)
ccomp('s-11, Help-18)
dobj(Help-18, workers-19)
aux(transition-21, to-20)
vmod(Help-18, transition-21)
prep(Help-18, in-22)
det(respect-24, every-23)
pobj(in-22, respect-24)
punct(going-3, .-25)

amod(question-2, New-1)
root(ROOT-0, question-2)
prep(question-2, to-3)
pobj(to-3, you-4)
punct(question-2, ,-5)
nn(Kerry-7, Senator-6)
dep(question-2, Kerry-7)
punct(question-2, ,-8)
num(minutes-10, two-9)
dep(question-2, minutes-10)
punct(question-2, .-11)

cc('s-3, And-1)
nsubj('s-3, it-2)
root(ROOT-0, 's-3)
advmod('s-3, still-4)
prep('s-3, on-5)
pobj(on-5, jobs-6)
punct('s-3, .-7)

nsubj(know-2, You-1)
parataxis(say-6, know-2)
punct(say-6, ,-3)
amod(experts-5, many-4)
nsubj(say-6, experts-5)
root(ROOT-0, say-6)
mark(have-13, that-7)
det(president-9, a-8)
nsubj(have-13, president-9)
advmod(have-13, really-10)
aux(have-13, does-11)
neg(have-13, n't-12)
ccomp(say-6, have-13)
amod(control-15, much-14)
dobj(have-13, control-15)
prep(control-15, over-16)
pobj(over-16, jobs-17)
punct(say-6, .-18)

prep(progress-19, For-1)
pobj(For-1, example-2)
punct(progress-19, ,-3)
mark(invents-6, if-4)
nsubj(invents-6, someone-5)
advcl(progress-19, invents-6)
det(machine-8, a-7)
dobj(invents-6, machine-8)
nsubj(does-10, that-9)
rcmod(machine-8, does-10)
det(work-12, the-11)
dobj(does-10, work-12)
prep(work-12, of-13)
num(people-15, five-14)
pobj(of-13, people-15)
punct(progress-19, ,-16)
nsubj(progress-19, that-17)
cop(progress-19, 's-18)
root(ROOT-0, progress-19)
punct(progress-19, .-20)

nsubj(fault-7, That-1)
cop(fault-7, 's-2)
neg(fault-7, not-3)
det(president-5, the-4)
poss(fault-7, president-5)
possessive(president-5, 's-6)
root(ROOT-0, fault-7)
punct(fault-7, .-8)

cc(ask-3, So-1)
nsubj(ask-3, I-2)
root(ROOT-0, ask-3)
dobj(ask-3, you-4)
punct(ask-3, ,-5)
cop(fair-8, is-6)
nsubj(fair-8, it-7)
dep(ask-3, fair-8)
aux(blame-10, to-9)
dep(fair-8, blame-10)
det(administration-12, the-11)
dobj(blame-10, administration-12)
advmod(blame-10, entirely-13)
prep(blame-10, for-14)
det(loss-16, this-15)
pobj(for-14, loss-16)
prep(loss-16, of-17)
pobj(of-17, jobs-18)
punct(ask-3, ?-19)

nsubj(blame-4, I-1)
aux(blame-4, do-2)
neg(blame-4, n't-3)
root(ROOT-0, blame-4)
dobj(blame-4, them-5)
advmod(blame-4, entirely-6)
prep(blame-4, for-7)
pobj(for-7, it-8)
punct(blame-4, .-9)

nsubj(blame-2, I-1)
root(ROOT-0, blame-2)
det(president-4, the-3)
dobj(blame-2, president-4)
prep(blame-2, for-5)
det(things-7, the-6)
pobj(for-5, things-7)
det(president-9, the-8)
nsubj(do-11, president-9)
aux(do-11, could-10)
rcmod(things-7, do-11)
nsubj(has-13, that-12)
rcmod(things-7, has-13)
det(impact-15, an-14)
dobj(has-13, impact-15)
prep(impact-15, on-16)
pobj(on-16, it-17)
punct(blame-2, .-18)

nsubj(going-3, Outsourcing-1)
aux(going-3, is-2)
root(ROOT-0, going-3)
aux(happen-5, to-4)
xcomp(going-3, happen-5)
punct(going-3, .-6)

nsubj(acknowledged-3, I-1)
aux(acknowledged-3, 've-2)
root(ROOT-0, acknowledged-3)
dobj(acknowledged-3, that-4)
prep(acknowledged-3, in-5)
nn(halls-7, union-6)
pobj(in-5, halls-7)
prep(acknowledged-3, across-8)
det(country-10, the-9)
pobj(across-8, country-10)
punct(acknowledged-3, .-11)

nsubj(had-3, I-1)
aux(had-3, 've-2)
root(ROOT-0, had-3)
nn(stewards-5, shop-4)
nsubj(stand-6, stewards-5)
ccomp(had-3, stand-6)
prt(stand-6, up-7)
cc(stand-6, and-8)
conj(stand-6, say-9)
punct(say-9, ,-10)
dep(say-9, "-11)
aux(promise-14, Will-12)
nsubj(promise-14, you-13)
dep(say-9, promise-14)
dobj(promise-14, me-15)
nsubj(going-18, you-16)
aux(going-18, 're-17)
dep(promise-14, going-18)
aux(stop-20, to-19)
xcomp(going-18, stop-20)
predet(outsourcing-23, all-21)
det(outsourcing-23, this-22)
dobj(stop-20, outsourcing-23)
punct(had-3, ?-24)
dep(had-3, "-25)

cc(looked-4, And-1)
nsubj(looked-4, I-2)
aux(looked-4, 've-3)
root(ROOT-0, looked-4)
dobj(looked-4, them-5)
prep(looked-4, in-6)
det(eye-8, the-7)
pobj(in-6, eye-8)
cc(looked-4, and-9)
nsubj(said-12, I-10)
aux(said-12, 've-11)
conj(looked-4, said-12)
punct(said-12, ,-13)
dep(said-12, "-14)
discourse(do-20, No-15)
punct(do-20, ,-16)
nsubj(do-20, I-17)
aux(do-20, ca-18)
neg(do-20, n't-19)
ccomp(said-12, do-20)
dobj(do-20, that-21)
punct(looked-4, .-22)
dep(looked-4, "-23)

dobj(promise-4, What-1)
nsubj(promise-4, I-2)
aux(promise-4, can-3)
csubj(is-6, promise-4)
dobj(promise-4, you-5)
root(ROOT-0, is-6)
mark(make-10, that-7)
nsubj(make-10, I-8)
aux(make-10, will-9)
dep(is-6, make-10)
det(field-13, the-11)
amod(field-13, playing-12)
nsubj(fair-15, field-13)
advmod(fair-15, as-14)
xcomp(make-10, fair-15)
prep(fair-15, as-16)
pobj(as-16, possible-17)
punct(make-10, ,-18)
mark(make-26, that-19)
nsubj(make-26, I-20)
aux(make-26, will-21)
punct(make-26, ,-22)
prep(make-26, for-23)
pobj(for-23, instance-24)
punct(make-26, ,-25)
dep(make-10, make-26)
dep(make-26, certain-27)
dep(subsidizing-44, that-28)
dep(subsidizing-44, with-29)
pobj(with-29, respect-30)
prep(respect-30, to-31)
det(system-34, the-32)
nn(system-34, tax-33)
pobj(to-31, system-34)
mark(subsidizing-44, that-35)
nsubj(subsidizing-44, you-36)
prep(subsidizing-44, as-37)
det(worker-39, a-38)
pobj(as-37, worker-39)
rcmod(worker-39, in-40)
pobj(in-40, America-41)
aux(subsidizing-44, are-42)
neg(subsidizing-44, not-43)
dep(certain-27, subsidizing-44)
det(loss-46, the-45)
dobj(subsidizing-44, loss-46)
prep(loss-46, of-47)
poss(job-49, your-48)
pobj(of-47, job-49)
punct(is-6, .-50)

tmod(get-12, Today-1)
punct(get-12, ,-2)
mark(business-8, if-3)
nsubj(business-8, you-4)
cop(business-8, 're-5)
det(business-8, an-6)
amod(business-8, American-7)
advcl(get-12, business-8)
punct(get-12, ,-9)
nsubj(get-12, you-10)
advmod(get-12, actually-11)
root(ROOT-0, get-12)
det(benefit-14, a-13)
dobj(get-12, benefit-14)
prep(get-12, for-15)
pcomp(for-15, going-16)
advmod(going-16, overseas-17)
punct(get-12, .-18)

nsubj(get-2, You-1)
root(ROOT-0, get-2)
aux(defer-4, to-3)
xcomp(get-2, defer-4)
poss(taxes-6, your-5)
dobj(defer-4, taxes-6)
punct(get-2, .-7)

advmod(say-12, So-1)
mark(looking-5, if-2)
nsubj(looking-5, you-3)
aux(looking-5, 're-4)
advcl(say-12, looking-5)
prep(looking-5, at-6)
det(world-9, a-7)
amod(world-9, competitive-8)
pobj(at-6, world-9)
punct(say-12, ,-10)
nsubj(say-12, you-11)
root(ROOT-0, say-12)
prep(say-12, to-13)
pobj(to-13, yourself-14)
punct(say-12, ,-15)
dep(say-12, "-16)
discourse(do-20, Hey-17)
punct(do-20, ,-18)
nsubj(do-20, I-19)
ccomp(say-12, do-20)
advmod(do-20, better-21)
advmod(do-20, overseas-22)
mark(do-25, than-23)
nsubj(do-25, I-24)
advcl(do-20, do-25)
advmod(do-25, here-26)
prep(do-25, in-27)
pobj(in-27, America-28)
punct(say-12, .-29)
dep(say-12, "-30)

nsubj(smart-4, That-1)
cop(smart-4, 's-2)
neg(smart-4, not-3)
root(ROOT-0, smart-4)
punct(smart-4, .-5)

nsubj(want-4, I-1)
aux(want-4, do-2)
neg(want-4, n't-3)
root(ROOT-0, want-4)
amod(workers-6, American-5)
nsubj(subsidizing-7, workers-6)
dep(want-4, subsidizing-7)
det(loss-9, the-8)
dobj(subsidizing-7, loss-9)
prep(loss-9, of-10)
poss(job-13, their-11)
amod(job-13, own-12)
pobj(of-10, job-13)
punct(want-4, .-14)

cc(going-9, And-1)
advmod(president-5, when-2)
nsubj(president-5, I-3)
cop(president-5, 'm-4)
advcl(going-9, president-5)
punct(going-9, ,-6)
nsubj(going-9, we-7)
aux(going-9, 're-8)
root(ROOT-0, going-9)
aux(shut-11, to-10)
xcomp(going-9, shut-11)
det(loophole-13, that-12)
dobj(shut-11, loophole-13)
prep(shut-11, in-14)
det(nanosecond-16, a-15)
pobj(in-14, nanosecond-16)
cc(going-9, and-17)
nsubj(going-20, we-18)
aux(going-20, 're-19)
conj(going-9, going-20)
aux(use-22, to-21)
xcomp(going-20, use-22)
det(money-24, that-23)
dobj(use-22, money-24)
aux(lower-26, to-25)
vmod(use-22, lower-26)
amod(rates-29, corporate-27)
nn(rates-29, tax-28)
dobj(lower-26, rates-29)
prep(lower-26, in-30)
pobj(in-30, America-31)
prep(lower-26, for-32)
det(corporations-34, all-33)
pobj(for-32, corporations-34)
punct(lower-26, ,-35)
num(percent-37, 5-36)
dobj(lower-26, percent-37)
punct(going-9, .-38)

cc(going-4, And-1)
nsubj(going-4, we-2)
aux(going-4, 're-3)
root(ROOT-0, going-4)
aux(have-6, to-5)
xcomp(going-4, have-6)
det(credit-10, a-7)
amod(jobs-9, manufacturing-8)
nn(credit-10, jobs-9)
dobj(have-6, credit-10)
cc(credit-10, and-11)
det(credit-15, a-12)
nn(hiring-14, job-13)
nn(credit-15, hiring-14)
conj(credit-10, credit-15)
mark(help-19, so-16)
nsubj(help-19, we-17)
advmod(help-19, actually-18)
advcl(have-6, help-19)
dobj(help-19, people-20)
cop(able-22, be-21)
dep(help-19, able-22)
aux(hire-24, to-23)
xcomp(able-22, hire-24)
advmod(hire-24, here-25)
punct(going-4, .-26)

det(thing-3, The-1)
amod(thing-3, second-2)
nsubj(is-8, thing-3)
dobj(do-7, that-4)
nsubj(do-7, we-5)
aux(do-7, can-6)
rcmod(thing-3, do-7)
root(ROOT-0, is-8)
ccomp(is-8, provide-9)
det(field-14, a-10)
amod(trade-12, fair-11)
nn(field-14, trade-12)
amod(field-14, playing-13)
dobj(provide-9, field-14)
punct(is-8, .-15)

det(president-2, This-1)
nsubj(stand-5, president-2)
aux(stand-5, did-3)
neg(stand-5, n't-4)
root(ROOT-0, stand-5)
prt(stand-5, up-6)
prep(stand-5, for-7)
pobj(for-7, Boeing-8)
advmod(violating-12, when-9)
nsubj(violating-12, Airbus-10)
aux(violating-12, was-11)
advcl(stand-5, violating-12)
amod(rules-14, international-13)
dobj(violating-12, rules-14)
cc(rules-14, and-15)
conj(rules-14, subsidies-16)
punct(stand-5, .-17)

nsubj(discovered-2, He-1)
root(ROOT-0, discovered-2)
dobj(discovered-2, Boeing-3)
prep(discovered-2, during-4)
det(course-6, the-5)
pobj(during-4, course-6)
prep(course-6, of-7)
det(campaign-9, this-8)
pobj(of-7, campaign-9)
mark(talking-14, after-10)
nsubj(talking-14, I-11)
aux(talking-14, 'd-12)
aux(talking-14, been-13)
advcl(discovered-2, talking-14)
prep(talking-14, about-15)
pobj(about-15, it-16)
prep(talking-14, for-17)
pobj(for-17, months-18)
punct(discovered-2, .-19)

det(fact-2, The-1)
nsubj(is-3, fact-2)
root(ROOT-0, is-3)
mark(had-7, that-4)
det(president-6, the-5)
nsubj(had-7, president-6)
ccomp(is-3, had-7)
det(opportunity-9, an-8)
dobj(had-7, opportunity-9)
aux(stand-11, to-10)
vmod(opportunity-9, stand-11)
prt(stand-11, up-12)
cc(stand-11, and-13)
conj(stand-11, take-14)
prt(take-14, on-15)
dobj(take-14, China-16)
prep(take-14, for-17)
nn(manipulation-19, currency-18)
pobj(for-17, manipulation-19)
punct(is-3, .-20)

expl(are-2, There-1)
root(ROOT-0, are-2)
nsubj(are-2, companies-3)
nsubj(wanted-5, that-4)
rcmod(companies-3, wanted-5)
aux(petition-7, to-6)
xcomp(wanted-5, petition-7)
det(administration-9, the-8)
dobj(petition-7, administration-9)
punct(are-2, .-10)

nsubjpass(told-3, They-1)
auxpass(told-3, were-2)
root(ROOT-0, told-3)
punct(told-3, :-4)
dep(told-3, Do-5)
neg(Do-5, n't-6)
advmod(Do-5, even-7)
dep(Do-5, bother-8)
punct(Do-5, ;-9)
nsubj(going-13, we-10)
aux(going-13, 're-11)
neg(going-13, not-12)
dep(Do-5, going-13)
aux(listen-15, to-14)
xcomp(going-13, listen-15)
prep(listen-15, to-16)
pobj(to-16, it-17)
punct(told-3, .-18)

det(fact-2, The-1)
nsubj(is-3, fact-2)
root(ROOT-0, is-3)
mark(markets-8, that-4)
expl(markets-8, there-5)
aux(markets-8, have-6)
cop(markets-8, been-7)
ccomp(is-3, markets-8)
vmod(markets-8, shut-9)
prep(shut-9, to-10)
pobj(to-10, us-11)
dobj(stood-16, that-12)
nsubj(stood-16, we-13)
aux(stood-16, have-14)
neg(stood-16, n't-15)
rcmod(markets-8, stood-16)
prt(stood-16, up-17)
cc(stood-16, and-18)
conj(stood-16, fought-19)
prep(fought-19, for-20)
punct(is-3, .-21)

nsubj(going-3, I-1)
aux(going-3, 'm-2)
root(ROOT-0, going-3)
aux(fight-5, to-4)
xcomp(going-3, fight-5)
prep(fight-5, for-6)
det(field-11, a-7)
amod(trade-9, fair-8)
nn(field-11, trade-9)
amod(field-11, playing-10)
pobj(for-6, field-11)
prep(fight-5, for-12)
det(worker-15, the-13)
amod(worker-15, American-14)
pobj(for-12, worker-15)
punct(going-3, .-16)

cc(fight-4, And-1)
nsubj(fight-4, I-2)
aux(fight-4, will-3)
root(ROOT-0, fight-4)
prep(fight-4, for-5)
det(worker-8, the-6)
amod(worker-8, American-7)
pobj(for-5, worker-8)
advmod(hard-11, just-9)
advmod(hard-11, as-10)
advmod(fight-14, hard-11)
mark(fight-14, as-12)
nsubj(fight-14, I-13)
rcmod(worker-8, fight-14)
prep(fight-14, for-15)
poss(job-18, my-16)
amod(job-18, own-17)
pobj(for-15, job-18)
punct(fight-4, .-19)

nsubj('s-2, That-1)
root(ROOT-0, 's-2)
dobj(wants-7, what-3)
det(worker-6, the-4)
amod(worker-6, American-5)
nsubj(wants-7, worker-6)
ccomp('s-2, wants-7)
punct('s-2, .-8)

cc(have-9, And-1)
mark(do-4, if-2)
nsubj(do-4, we-3)
advcl(have-9, do-4)
dobj(do-4, that-5)
punct(we-7, ,-6)
nsubj(have-9, we-7)
aux(have-9, can-8)
root(ROOT-0, have-9)
det(impact-11, an-10)
dobj(have-9, impact-11)
punct(have-9, .-12)

cc(need-4, Plus-1)
punct(need-4, ,-2)
nsubj(need-4, we-3)
root(ROOT-0, need-4)
amod(discipline-6, fiscal-5)
dobj(need-4, discipline-6)
punct(need-4, .-7)

advcl(do-7, Restore-1)
amod(discipline-3, fiscal-2)
dobj(Restore-1, discipline-3)
punct(do-7, ,-4)
nsubj(do-7, we-5)
aux(do-7, 'll-6)
root(ROOT-0, do-7)
det(lot-9, a-8)
npadvmod(better-10, lot-9)
advmod(do-7, better-10)
punct(do-7, .-11)

nn(President-2, Mr.-1)
root(ROOT-0, President-2)
punct(President-2, ?-3)

root(ROOT-0, Whew-1)
punct(Whew-1, !-2)

root(ROOT-0, Let-1)
nsubj(start-3, me-2)
ccomp(Let-1, start-3)
prep(start-3, with-4)
det(Grants-7, the-5)
nn(Grants-7, Pell-6)
pobj(with-4, Grants-7)
punct(Let-1, .-8)

prep(said-9, In-1)
poss(litany-4, his-2)
amod(litany-4, last-3)
pobj(In-1, litany-4)
prep(litany-4, of-5)
pobj(of-5, misstatements-6)
punct(said-9, .-7)
nsubj(said-9, He-8)
root(ROOT-0, said-9)
nsubj(cut-11, we-10)
ccomp(said-9, cut-11)
nn(Grants-13, Pell-12)
dobj(cut-11, Grants-13)
punct(said-9, .-14)

nsubj(increased-3, We-1)
aux(increased-3, 've-2)
root(ROOT-0, increased-3)
nn(Grants-5, Pell-4)
dobj(increased-3, Grants-5)
prep(increased-3, by-6)
det(students-9, a-7)
num(students-9, million-8)
pobj(by-6, students-9)
punct(increased-3, .-10)

nsubj(fact-4, That-1)
cop(fact-4, 's-2)
det(fact-4, a-3)
root(ROOT-0, fact-4)
punct(fact-4, .-5)

nsubj(know-2, You-1)
parataxis(talks-5, know-2)
punct(talks-5, ,-3)
nsubj(talks-5, he-4)
root(ROOT-0, talks-5)
prep(talks-5, to-6)
det(workers-8, the-7)
pobj(to-6, workers-8)
punct(talks-5, .-9)

root(ROOT-0, Let-1)
nsubj(talk-3, me-2)
ccomp(Let-1, talk-3)
prep(talk-3, to-4)
det(workers-6, the-5)
pobj(to-4, workers-6)
punct(Let-1, .-7)

nsubj(got-3, You-1)
aux(got-3, 've-2)
root(ROOT-0, got-3)
amod(money-5, more-4)
dep(got-3, money-5)
dep(money-5, in-6)
poss(pocket-8, your-7)
pobj(in-6, pocket-8)
prep(got-3, as-9)
det(result-11, a-10)
pobj(as-9, result-11)
prep(result-11, of-12)
det(relief-15, the-13)
nn(relief-15, tax-14)
pobj(of-12, relief-15)
nsubj(passed-17, we-16)
rcmod(relief-15, passed-17)
cc(passed-17, and-18)
nsubj(opposed-20, he-19)
conj(passed-17, opposed-20)
punct(got-3, .-21)

mark(have-3, If-1)
nsubj(have-3, you-2)
advcl(got-8, have-3)
det(child-5, a-4)
dobj(have-3, child-5)
punct(got-8, ,-6)
nsubj(got-8, you-7)
root(ROOT-0, got-8)
det(credit-13, a-9)
nn(credit-13, $-10)
num($-10, 1,000-11)
nn(credit-13, child-12)
dobj(got-8, credit-13)
punct(got-8, .-14)

nsubj(money-3, That-1)
cop(money-3, 's-2)
root(ROOT-0, money-3)
prep(money-3, in-4)
poss(pocket-6, your-5)
pobj(in-4, pocket-6)
punct(money-3, .-7)

mark(married-4, If-1)
nsubj(married-4, you-2)
cop(married-4, 're-3)
advcl(reduced-7, married-4)
punct(we-6, ,-5)
nsubj(reduced-7, we-6)
root(ROOT-0, reduced-7)
det(penalty-10, the-8)
nn(penalty-10, marriage-9)
dobj(reduced-7, penalty-10)
punct(reduced-7, .-11)

det(code-2, The-1)
nsubj(ought-3, code-2)
root(ROOT-0, ought-3)
aux(encourage-5, to-4)
xcomp(ought-3, encourage-5)
dobj(encourage-5, marriage-6)
punct(encourage-5, ,-7)
neg(discourage-9, not-8)
dep(encourage-5, discourage-9)
dobj(discourage-9, marriage-10)
punct(ought-3, .-11)

nsubj(created-2, We-1)
root(ROOT-0, created-2)
det(bracket-6, a-3)
num(percent-5, 10-4)
nn(bracket-6, percent-5)
dobj(created-2, bracket-6)
aux(help-8, to-7)
vmod(created-2, help-8)
amod(income-11, lower-9)
punct(income-11, --10)
nn(Americans-12, income-11)
dobj(help-8, Americans-12)
punct(created-2, .-13)

det(family-2, A-1)
nsubj(received-8, family-2)
prep(family-2, of-3)
pobj(of-3, four-4)
vmod(four-4, making-5)
dobj(making-5, $-6)
num($-6, 40,000-7)
root(ROOT-0, received-8)
quantmod($-10, about-9)
dobj(received-8, $-10)
num($-10, 1,700-11)
prep($-10, in-12)
nn(relief-14, tax-13)
pobj(in-12, relief-14)
punct(received-8, .-15)

nsubj(money-4, It-1)
cop(money-4, 's-2)
poss(money-4, your-3)
root(ROOT-0, money-4)
punct(money-4, .-5)

det(way-2, The-1)
nsubj(said-8, way-2)
poss(opponent-4, my-3)
nsubj(talks-5, opponent-4)
rcmod(way-2, talks-5)
punct(said-8, ,-6)
nsubj(said-8, he-7)
root(ROOT-0, said-8)
punct(said-8, ,-9)
dep(said-8, "-10)
nsubj(going-13, We-11)
aux(going-13, 're-12)
ccomp(said-8, going-13)
aux(spend-15, to-14)
xcomp(going-13, spend-15)
det(government-17, the-16)
poss(money-19, government-17)
possessive(government-17, 's-18)
dobj(spend-15, money-19)
punct(said-8, .-20)
dep(said-8, "-21)

discourse(spending-5, No-1)
punct(spending-5, ,-2)
