det(History-3, A-1)
nn(Pedro-8, San-7)
nn(Railroad-16, Pedro-8)
punct(Pedro-8, ,-9)
nn(Angeles-11, Los-10)
conj(Pedro-8, Angeles-11)
punct(Pedro-8, ,-12)
cc(Pedro-8, and-13)
nn(Lake-15, Salt-14)
conj(Pedro-8, Lake-15)
pobj(of-5, Railroad-16)
root(ROOT-0, arrived-17)
prep(arrived-17, in-18)
nn(Vegas-20, Las-19)
pobj(in-18, Vegas-20)
punct(arrived-17, ,-21)
dep(arrived-17, eager-22)
aux(secure-24, to-23)
xcomp(eager-22, secure-24)
det(way-30, a-25)
nn(way-30, right-26)
punct(way-30, --27)
amod(way-30, of-28)
punct(way-30, --29)
dobj(secure-24, way-30)
prep(secure-24, for-31)
poss(connection-38, their-32)
nn(Angeles-34, Los-33)
dep(Lake-37, Angeles-34)
dep(Lake-37, ?-35)
nn(Lake-37, Salt-36)
nn(connection-38, Lake-37)
pobj(for-31, connection-38)
punct(arrived-17, .-39)

nn(Vegas-2, Las-1)
nsubj(serve-4, Vegas-2)
aux(serve-4, would-3)
root(ROOT-0, serve-4)
prep(serve-4, as-5)
det(stopover-8, a-6)
amod(stopover-8, major-7)
pobj(as-5, stopover-8)
prep(stopover-8, for-9)
nn(rest-11, crew-10)
nn(repair-14, rest-11)
cc(rest-11, and-12)
conj(rest-11, train-13)
pobj(for-9, repair-14)
punct(serve-4, .-15)

prep(needed-7, For-1)
predet(this-3, all-2)
pobj(For-1, this-3)
punct(railroad-6, ,-4)
det(railroad-6, the-5)
nsubj(needed-7, railroad-6)
root(ROOT-0, needed-7)
dobj(needed-7, land-8)
punct(needed-7, .-9)

mark(mapped-2, As-1)
advcl(traveled-6, mapped-2)
punct(traveled-6, ,-3)
det(track-5, the-4)
nsubj(traveled-6, track-5)
root(ROOT-0, traveled-6)
advmod(through-8, directly-7)
prep(traveled-6, through-8)
nn(Stewart-10, Helen-9)
poss(Ranch-14, Stewart-10)
possessive(Stewart-10, RSQUOs-11)
nn(Vegas-13, Las-12)
nn(Ranch-14, Vegas-13)
pobj(through-8, Ranch-14)
punct(traveled-6, .-15)

nsubj(sold-2, Stewart-1)
root(ROOT-0, sold-2)
num(percent-4, 99.5-3)
dobj(sold-2, percent-4)
prep(percent-4, of-5)
poss(ranch-7, her-6)
pobj(of-5, ranch-7)
prep(sold-2, to-8)
det(railroad-10, the-9)
pobj(to-8, railroad-10)
punct(sold-2, .-11)

det(remainder-2, The-1)
nsubj(returned-4, remainder-2)
nsubj(returned-4, she-3)
root(ROOT-0, returned-4)
prep(returned-4, to-5)
det(Paiutes-8, the-6)
amod(Paiutes-8, native-7)
pobj(to-5, Paiutes-8)
punct(returned-4, .-9)

prep(completed-15, In-1)
amod(1905-3, early-2)
pobj(In-1, 1905-3)
punct(completed-15, ,-4)
det(route-6, the-5)
nsubjpass(completed-15, route-6)
prep(route-6, between-7)
nn(Angeles-9, Los-8)
pobj(between-7, Angeles-9)
cc(Angeles-9, and-10)
nn(Lake-12, Salt-11)
nn(City-13, Lake-12)
conj(Angeles-9, City-13)
auxpass(completed-15, was-14)
root(ROOT-0, completed-15)
punct(completed-15, ,-16)
cc(completed-15, and-17)
nn(tracks-19, train-18)
nsubj(bore-20, tracks-19)
conj(completed-15, bore-20)
advmod(down-22, right-21)
prep(bore-20, down-22)
det(center-24, the-23)
pobj(down-22, center-24)
prep(center-24, of-25)
det(Valley-29, the-26)
nn(Vegas-28, Las-27)
nn(Valley-29, Vegas-28)
pobj(of-25, Valley-29)
punct(completed-15, .-30)

prep(held-8, On-1)
num(1905-4, 15-2)
nn(1905-4, May-3)
pobj(On-1, 1905-4)
punct(held-8, ,-5)
det(railroad-7, the-6)
nsubj(held-8, railroad-7)
root(ROOT-0, held-8)
det(sale-11, a-9)
nn(sale-11, land-10)
dobj(held-8, sale-11)
punct(held-8, ?-12)
det(step-15, a-13)
amod(step-15, momentous-14)
npadvmod(held-8, step-15)
prep(step-15, in-16)
nn(Vegas-18, Las-17)
nn(history-19, Vegas-18)
pobj(in-16, history-19)
punct(held-8, .-20)

vmod(auctioned-13, Standing-1)
prep(Standing-1, at-2)
det(depot-4, the-3)
pobj(at-2, depot-4)
prep(Standing-1, at-5)
nn(streets-9, Main-6)
cc(Main-6, and-7)
conj(Main-6, Fremont-8)
pobj(at-5, streets-9)
punct(auctioned-13, ,-10)
nn(officials-12, railroad-11)
nsubj(auctioned-13, officials-12)
root(ROOT-0, auctioned-13)
num(lots-15, 1200-14)
dobj(auctioned-13, lots-15)
nsubj(subdivided-18, they-16)
aux(subdivided-18, had-17)
rcmod(lots-15, subdivided-18)
prep(subdivided-18, from-19)
number(blocks-22, forty-20)
dep(blocks-22, square-21)
num(scrub-25, blocks-22)
quantmod(blocks-22, of-23)
nn(scrub-25, desert-24)
pobj(from-19, scrub-25)
punct(auctioned-13, .-26)

nn(speculators-2, Land-1)
nsubj(anxious-7, speculators-2)
cc(speculators-2, and-3)
conj(speculators-2, locals-4)
advmod(anxious-7, alike-5)
cop(anxious-7, were-6)
root(ROOT-0, anxious-7)
aux(own-9, to-8)
xcomp(anxious-7, own-9)
det(part-11, a-10)
dobj(own-9, part-11)
prep(part-11, of-12)
det(boomtown-16, the-13)
amod(boomtown-16, newest-14)
nn(boomtown-16, railroad-15)
pobj(of-12, boomtown-16)
punct(anxious-7, ,-17)
cc(anxious-7, and-18)
prep(sold-31, within-19)
det(afternoon-21, an-20)
pobj(within-19, afternoon-21)
punct(sold-31, ,-22)
quantmod(than-24, more-23)
num(lots-29, than-24)
number(percent-26, 80-25)
dep(than-24, percent-26)
quantmod(percent-26, of-27)
det(lots-29, the-28)
nsubjpass(sold-31, lots-29)
auxpass(sold-31, were-30)
conj(anxious-7, sold-31)
punct(anxious-7, .-32)

nn(Vegas-2, Las-1)
nsubj(settlement-9, Vegas-2)
cop(settlement-9, was-3)
neg(longer-5, no-4)
advmod(settlement-9, longer-5)
det(settlement-9, a-6)
amod(settlement-9, small-7)
nn(settlement-9, pioneer-8)
root(ROOT-0, settlement-9)
punct(settlement-9, .-10)

prep(ready-15, With-1)
nn(service-3, rail-2)
pobj(With-1, service-3)
dep(service-3, in-4)
pobj(in-4, place-5)
cc(service-3, and-6)
num(blocks-8, forty-7)
conj(service-3, blocks-8)
prep(blocks-8, of-9)
amod(property-11, private-10)
pobj(of-9, property-11)
punct(ready-15, ,-12)
nsubj(ready-15, it-13)
cop(ready-15, was-14)
root(ROOT-0, ready-15)
aux(become-17, to-16)
xcomp(ready-15, become-17)
det(town-20, a-18)
amod(town-20, real-19)
xcomp(become-17, town-20)
punct(ready-15, .-21)

nsubj(sprang-2, Businesses-1)
root(ROOT-0, sprang-2)
prt(sprang-2, up-3)
advmod(sprang-2, overnight-4)
punct(sprang-2, ,-5)
cc(sprang-2, and-6)
amod(houses-8, wooden-7)
nsubjpass(erected-10, houses-8)
auxpass(erected-10, were-9)
conj(sprang-2, erected-10)
aux(replace-12, to-11)
ccomp(erected-10, replace-12)
det(city-15, the-13)
nn(city-15, tent-14)
dobj(replace-12, city-15)
prep(lived-24, in-16)
pobj(in-16, which-17)
num(settlers-22, many-18)
quantmod(many-18, of-19)
det(settlers-22, the-20)
amod(settlers-22, early-21)
nsubj(lived-24, settlers-22)
aux(lived-24, had-23)
rcmod(city-15, lived-24)
punct(sprang-2, .-25)

num(year-2, One-1)
npadvmod(after-3, year-2)
prep(ballooned-13, after-3)
det(auction-5, the-4)
pobj(after-3, auction-5)
punct(ballooned-13, ,-6)
det(population-8, the-7)
nsubj(ballooned-13, population-8)
prep(population-8, of-9)
nn(Vegas-11, Las-10)
pobj(of-9, Vegas-11)
aux(ballooned-13, had-12)
root(ROOT-0, ballooned-13)
prep(ballooned-13, to-14)
num(residents-16, 1500-15)
pobj(to-14, residents-16)
punct(ballooned-13, ,-17)
det(portent-19, a-18)
npadvmod(ballooned-13, portent-19)
prep(portent-19, of-20)
pobj(of-20, things-21)
aux(come-23, to-22)
vmod(things-21, come-23)
prep(come-23, for-24)
det(years-28, the-25)
amod(years-28, next-26)
num(years-28, ninety-27)
pobj(for-24, years-28)
punct(ballooned-13, .-29)

nn(Luck-3, Dam-1)
amod(Luck-3, Good-2)
root(ROOT-0, Luck-3)

prep(built-8, From-1)
det(beginning-3, the-2)
pobj(From-1, beginning-3)
punct(built-8, ,-4)
nn(Vegas-6, Las-5)
nsubjpass(built-8, Vegas-6)
auxpass(built-8, was-7)
root(ROOT-0, built-8)
aux(serve-10, to-9)
xcomp(built-8, serve-10)
dobj(serve-10, travelers-11)
punct(built-8, .-12)

det(railroad-2, The-1)
nsubj(needed-3, railroad-2)
root(ROOT-0, needed-3)
det(station-6, a-4)
nn(station-6, way-5)
dobj(needed-3, station-6)
punct(needed-3, ,-7)
cc(needed-3, and-8)
nn(Vegas-10, Las-9)
nsubj(place-13, Vegas-10)
cop(place-13, was-11)
det(place-13, the-12)
conj(needed-3, place-13)
punct(needed-3, .-14)

nsubj(continued-2, Growth-1)
root(ROOT-0, continued-2)
prep(continued-2, for-3)
num(years-5, ten-4)
pobj(for-3, years-5)
punct(continued-2, ,-6)
cc(continued-2, and-7)
prep(had-12, by-8)
pobj(by-8, 1915-9)
det(town-11, the-10)
nsubj(had-12, town-11)
conj(continued-2, had-12)
dobj(had-12, telephones-13)
punct(telephones-13, ,-14)
nn(electricity-20, round-15)
punct(round-15, --16)
det(clock-19, the-17)
punct(clock-19, --18)
pobj(round-15, clock-19)
conj(telephones-13, electricity-20)
punct(telephones-13, ,-21)
cc(telephones-13, and-22)
det(population-25, a-23)
amod(population-25, growing-24)
conj(telephones-13, population-25)
punct(population-25, ?-26)
nsubj(worked-30, many-27)
prep(many-27, of-28)
pobj(of-28, whom-29)
rcmod(population-25, worked-30)
prep(worked-30, in-31)
det(shop-35, the-32)
nn(shop-35, railroad-33)
nn(shop-35, repair-34)
pobj(in-31, shop-35)
punct(continued-2, .-36)

cc(come-7, But-1)
amod(progress-4, such-2)
amod(progress-4, heady-3)
nsubj(come-7, progress-4)
aux(come-7, would-5)
advmod(come-7, soon-6)
root(ROOT-0, come-7)
prep(come-7, to-8)
det(halt-10, a-9)
pobj(to-8, halt-10)
punct(come-7, .-11)

det(competition-3, The-1)
amod(competition-3, growing-2)
nsubj(resulted-7, competition-3)
prep(competition-3, in-4)
nn(transport-6, rail-5)
pobj(in-4, transport-6)
root(ROOT-0, resulted-7)
prep(resulted-7, in-8)
nn(Pacific-10, Union-9)
nsubj(buying-11, Pacific-10)
pcomp(in-8, buying-11)
det(line-18, the-12)
nn(Salt-16, Los-13)
nn(Salt-16, Angeles-14)
dep(Salt-16, ?-15)
nn(line-18, Salt-16)
nn(line-18, Lake-17)
dobj(buying-11, line-18)
punct(resulted-7, .-19)

nn(Pacific-2, Union-1)
nsubj(consolidated-4, Pacific-2)
advmod(consolidated-4, then-3)
root(ROOT-0, consolidated-4)
poss(operations-6, its-5)
dobj(consolidated-4, operations-6)
punct(eliminating-8, ,-7)
vmod(operations-6, eliminating-8)
det(facility-13, the-9)
nn(Vegas-11, Las-10)
nn(facility-13, Vegas-11)
nn(facility-13, repair-12)
dobj(eliminating-8, facility-13)
punct(consolidated-4, .-14)

advmod(made-7, Additionally-1)
punct(made-7, ,-2)
nn(Vegas-4, Las-3)
nsubjpass(made-7, Vegas-4)
aux(made-7, had-5)
auxpass(made-7, been-6)
root(ROOT-0, made-7)
det(part-9, a-8)
xcomp(made-7, part-9)
prep(part-9, of-10)
poss(County-15, Nevada-11)
possessive(Nevada-11, RSQUOs-12)
amod(County-15, new-13)
nn(County-15, Clark-14)
pobj(of-10, County-15)
prep(made-7, in-16)
pobj(in-16, 1909-17)
punct(1909-17, ,-18)
det(year-20, a-19)
appos(1909-17, year-20)
advmod(outlawed-25, when-21)
det(legislature-23, the-22)
nsubj(outlawed-25, legislature-23)
advmod(outlawed-25, also-24)
rcmod(year-20, outlawed-25)
dobj(outlawed-25, gambling-26)
punct(made-7, .-27)

det(circumstances-3, These-1)
amod(circumstances-3, unfortunate-2)
nsubj(threatened-4, circumstances-3)
root(ROOT-0, threatened-4)
aux(relegate-6, to-5)
xcomp(threatened-4, relegate-6)
nn(Vegas-8, Las-7)
dobj(relegate-6, Vegas-8)
prep(relegate-6, to-9)
det(status-11, the-10)
pobj(to-9, status-11)
prep(status-11, of-12)
det(community-16, a-13)
amod(community-16, small-14)
nn(community-16, desert-15)
pobj(of-12, community-16)
nsubj(support-21, that-17)
aux(support-21, could-18)
neg(longer-20, no-19)
advmod(support-21, longer-20)
rcmod(community-16, support-21)
poss(residents-24, its-22)
num(residents-24, 3000-23)
dobj(support-21, residents-24)
punct(threatened-4, .-25)

cc(give-23, But-1)
det(southwest-3, the-2)
poss(need-6, southwest-3)
possessive(southwest-3, RSQUOs-4)
amod(need-6, growing-5)
nsubj(give-23, need-6)
prep(need-6, for-7)
pobj(for-7, water-8)
punct(need-6, ,-9)
vmod(need-6, combined-10)
prep(combined-10, with-11)
nn(Vegas-13, Las-12)
poss(proximity-16, Vegas-13)
possessive(Vegas-13, RSQUOs-14)
amod(proximity-16, fortuitous-15)
pobj(with-11, proximity-16)
prep(proximity-16, to-17)
det(River-20, the-18)
nn(River-20, Colorado-19)
pobj(to-17, River-20)
punct(give-23, ,-21)
aux(give-23, would-22)
root(ROOT-0, give-23)
nn(Vegas-25, Las-24)
iobj(give-23, Vegas-25)
det(chance-28, a-26)
amod(chance-28, second-27)
dobj(give-23, chance-28)
aux(achieve-30, to-29)
vmod(chance-28, achieve-30)
dobj(achieve-30, prosperity-31)
punct(give-23, .-32)

nsubj(began-18, Construction-1)
prep(Construction-1, on-2)
nn(Dam-4, Hoover-3)
pobj(on-2, Dam-4)
advmod(Dam-7, originally-5)
nn(Dam-7, Boulder-6)
rcmod(Dam-4, Dam-7)
punct(Dam-4, ,-8)
advmod(renamed-10, subsequently-9)
vmod(Dam-4, renamed-10)
prep(renamed-10, for-11)
det(president-13, the-12)
pobj(for-11, president-13)
nsubj(authorized-15, who-14)
rcmod(president-13, authorized-15)
det(project-17, the-16)
dobj(authorized-15, project-17)
root(ROOT-0, began-18)
prep(began-18, in-19)
pobj(in-19, 1931-20)
prep(began-18, in-21)
det(canyon-23, a-22)
pobj(in-21, canyon-23)
num(miles-25, 45-24)
npadvmod(southeast-28, miles-25)
num(km-27, 72-26)
dep(miles-25, km-27)
amod(canyon-23, southeast-28)
prep(southeast-28, of-29)
nn(Vegas-31, Las-30)
pobj(of-29, Vegas-31)
punct(began-18, .-32)

vmod(played-15, Providing-1)
det(influx-3, an-2)
dobj(Providing-1, influx-3)
prep(influx-3, of-4)
pobj(of-4, $-5)
number(million-7, 165-6)
num($-5, million-7)
prep(Providing-1, to-8)
det(economy-11, the-9)
amod(economy-11, southwestern-10)
pobj(to-8, economy-11)
punct(played-15, ,-12)
nn(Dam-14, Hoover-13)
nsubj(played-15, Dam-14)
root(ROOT-0, played-15)
det(role-18, a-16)
amod(role-18, major-17)
dobj(played-15, role-18)
prep(role-18, in-19)
pcomp(in-19, preventing-20)
nn(Vegas-22, Las-21)
dobj(preventing-20, Vegas-22)
prep(preventing-20, from-23)
pcomp(from-23, drying-24)
prt(drying-24, up-25)
punct(played-15, ,-26)
preconj(financially-28, both-27)
advmod(played-15, financially-28)
cc(financially-28, and-29)
conj(financially-28, literally-30)
punct(played-15, .-31)

neg(only-2, Not-1)
dep(did-3, only-2)
root(ROOT-0, did-3)
nsubj(did-3, it-4)
dep(did-3, create-5)
dobj(create-5, jobs-6)
punct(did-3, ,-7)
cc(did-3, but-8)
nsubj(created-11, it-9)
advmod(created-11, also-10)
conj(did-3, created-11)
nn(Mead-13, Lake-12)
dobj(created-11, Mead-13)
punct(Mead-13, ,-14)
det(reservoir-17, the-15)
amod(reservoir-17, massive-16)
appos(Mead-13, reservoir-17)
nsubj(provides-20, that-18)
dep(provides-20, today-19)
rcmod(reservoir-17, provides-20)
dobj(provides-20, water-21)
prep(provides-20, to-22)
pobj(to-22, all-23)
prep(all-23, of-24)
amod(Nevada-26, southern-25)
pobj(of-24, Nevada-26)
punct(did-3, .-27)

amod(Help-3, More-1)
nn(Help-3, Government-2)
root(ROOT-0, Help-3)

det(construction-2, The-1)
nsubj(save-9, construction-2)
prep(construction-2, of-3)
nn(Dam-5, Hoover-4)
pobj(of-3, Dam-5)
aux(save-9, did-6)
neg(save-9, not-7)
advmod(save-9, single-handedly-8)
root(ROOT-0, save-9)
nn(Vegas-11, Las-10)
dobj(save-9, Vegas-11)
punct(save-9, ,-12)
advmod(save-9, however-13)
punct(save-9, .-14)

det(legislature-3, The-1)
nn(legislature-3, state-2)
nsubj(helped-4, legislature-3)
root(ROOT-0, helped-4)
advmod(well-6, as-5)
advmod(helped-4, well-6)
punct(helped-4, ,-7)
prep(helped-4, by-8)
pcomp(by-8, legalizing-9)
dobj(legalizing-9, gambling-10)
prep(legalizing-9, in-11)
pobj(in-11, 1931-12)
cc(legalizing-9, and-13)
advmod(and-13, thus-14)
conj(legalizing-9, solidifying-15)
det(future-17, the-16)
dobj(solidifying-15, future-17)
prep(future-17, of-18)
det(town-20, the-19)
pobj(of-18, town-20)
punct(solidifying-15, ,-21)
mark(known-29, though-22)
nsubj(known-29, legislators-23)
cc(legislators-23, and-24)
conj(legislators-23, residents-25)
aux(known-29, could-26)
neg(known-29, never-27)
aux(known-29, have-28)
advcl(solidifying-15, known-29)
dobj(known-29, this-30)
prep(known-29, at-31)
det(time-33, the-32)
pobj(at-31, time-33)
punct(helped-4, .-34)

det(hordes-2, The-1)
nsubj(set-12, hordes-2)
prep(hordes-2, of-3)
pobj(of-3, people-4)
nsubj(attended-6, who-5)
rcmod(hordes-2, attended-6)
nn(Dam-8, Hoover-7)
poss(dedication-11, Dam-8)
possessive(Dam-8, RSQUOs-9)
nn(dedication-11, 1935-10)
dobj(attended-6, dedication-11)
root(ROOT-0, set-12)
det(city-14, the-13)
poss(machine-21, city-14)
possessive(city-14, RSQUOs-15)
advmod(formidable-18, now-16)
punct(formidable-18, --17)
amod(machine-21, formidable-18)
amod(relations-20, public-19)
nn(machine-21, relations-20)
dobj(set-12, machine-21)
prep(set-12, into-22)
pobj(into-22, action-23)
punct(set-12, .-24)

nsubj(went-2, They-1)
root(ROOT-0, went-2)
aux(work-4, to-3)
xcomp(went-2, work-4)
prep(work-4, on-5)
nsubj(become-8, what-6)
aux(become-8, has-7)
pcomp(on-5, become-8)
xcomp(become-8, one-9)
prep(one-9, of-10)
det(campaigns-15, the-11)
amod(campaigns-15, lengthiest-12)
amod(campaigns-15, citywide-13)
nn(campaigns-15, tourism-14)
pobj(of-10, campaigns-15)
advmod(attempted-17, ever-16)
vmod(campaigns-15, attempted-17)
punct(went-2, .-18)

nsubj(take-4, It-1)
aux(take-4, did-2)
advmod(take-4, n?t-3)
root(ROOT-0, take-4)
advmod(take-4, long-5)
mark(establish-10, for-6)
det(city-8, the-7)
nsubj(establish-10, city-8)
aux(establish-10, to-9)
advcl(take-4, establish-10)
dobj(establish-10, itself-11)
prep(establish-10, as-12)
det(town-17, a-13)
amod(West-16, wild-14)
punct(West-16, --15)
nn(town-17, West-16)
pobj(as-12, town-17)
prep(town-17, with-18)
det(attitude-24, an-19)
dep(attitude-24, "-20)
nn(attitude-24, anything-21)
dep(anything-21, goes-22)
dep(attitude-24, "-23)
pobj(with-18, attitude-24)
punct(take-4, .-25)

nsubj(legal-8, Vices-1)
dep(Vices-1, outlawed-2)
cc(outlawed-2, or-3)
advmod(controlled-5, heavily-4)
conj(outlawed-2, controlled-5)
advmod(controlled-5, elsewhere-6)
cop(legal-8, were-7)
root(ROOT-0, legal-8)
advmod(legal-8, here-9)
punct(legal-8, ,-10)
dep(legal-8, available-11)
det(hour-13, any-12)
dep(available-11, hour-13)
prep(hour-13, of-14)
det(day-16, any-15)
pobj(of-14, day-16)
cc(day-16, or-17)
conj(day-16, night-18)
punct(legal-8, .-19)

advmod(originated-2, Thus-1)
root(ROOT-0, originated-2)
nn(Vegas-4, Las-3)
poss(reputation-6, Vegas-4)
possessive(Vegas-4, RSQUOs-5)
nsubj(originated-2, reputation-6)
prep(reputation-6, as-7)
det(park-11, an-8)
nn(park-11, adult-9)
nn(park-11, theme-10)
pobj(as-7, park-11)
punct(originated-2, .-12)

amod(catalysts-2, Additional-1)
nsubj(came-8, catalysts-2)
prep(catalysts-2, for-3)
det(valley-5, the-4)
poss(growth-7, valley-5)
possessive(valley-5, RSQUOs-6)
pobj(for-3, growth-7)
root(ROOT-0, came-8)
prep(came-8, from-9)
nn(War-11, World-10)
pobj(from-9, War-11)
num(War-11, II-12)
punct(came-8, .-13)

preconj(School-7, Both-1)
det(School-7, the-2)
nn(Vegas-4, Las-3)
nn(School-7, Vegas-4)
nn(Gunnery-6, Aerial-5)
nn(School-7, Gunnery-6)
nsubj(arrived-33, School-7)
nsubj(became-9, which-8)
rcmod(School-7, became-9)
nn(Base-13, Nellis-10)
nn(Force-12, Air-11)
nn(Base-13, Force-12)
xcomp(became-9, Base-13)
cc(Base-13, and-14)
det(Site-18, the-15)
nn(Site-18, Nevada-16)
nn(Site-18, Test-17)
conj(Base-13, Site-18)
prep(School-7, in-19)
det(north-21, the-20)
pobj(in-19, north-21)
punct(School-7, ,-22)
cc(School-7, and-23)
nn(Magnesium-25, Basic-24)
conj(School-7, Magnesium-25)
prep(Magnesium-25, in-26)
det(town-29, the-27)
amod(town-29, nearby-28)
pobj(in-26, town-29)
prep(town-29, of-30)
pobj(of-30, Henderson-31)
punct(arrived-33, ,-32)
root(ROOT-0, arrived-33)
prep(arrived-33, in-34)
det(1940s-37, the-35)
amod(1940s-37, early-36)
pobj(in-34, 1940s-37)
prep(arrived-33, as-38)
det(result-40, a-39)
pobj(as-38, result-40)
prep(result-40, of-41)
poss(effort-45, America-42)
possessive(America-42, RSQUOs-43)
nn(effort-45, war-44)
pobj(of-41, effort-45)
punct(arrived-33, .-46)

prep(grown-7, By-1)
pobj(By-1, 1945-2)
punct(grown-7, ,-3)
det(population-5, the-4)
nsubj(grown-7, population-5)
aux(grown-7, had-6)
root(ROOT-0, grown-7)
prep(grown-7, to-8)
quantmod(20,000-10, almost-9)
pobj(to-8, 20,000-10)
punct(grown-7, ,-11)
prep(grown-7, with-12)
nsubj(moving-16, workers-13)
cc(workers-13, and-14)
conj(workers-13, airmen-15)
pcomp(with-12, moving-16)
prt(moving-16, in-17)
prep(moving-16, at-18)
det(pace-21, a-19)
amod(pace-21, rapid-20)
pobj(at-18, pace-21)
punct(grown-7, .-22)

cc(Vegas-8, But-1)
nsubj(Vegas-8, this-2)
cop(Vegas-8, was-3)
neg(Vegas-8, not-4)
advmod(Vegas-8, yet-5)
det(Vegas-8, the-6)
nn(Vegas-8, Las-7)
root(ROOT-0, Vegas-8)
prep(Vegas-8, of-9)
pobj(of-9, folklore-10)
punct(Vegas-8, .-11)

root(ROOT-0, Mobsters-1)
cc(Mobsters-1, and-2)
nn(Packers-4, Rat-3)
conj(Mobsters-1, Packers-4)

mark(opened-5, While-1)
amod(halls-4, many-2)
nn(halls-4, gambling-3)
nsubj(opened-5, halls-4)
advcl(built-17, opened-5)
dobj(opened-5, Downtown-6)
prep(opened-5, in-7)
det(1930s-9, the-8)
pobj(in-7, 1930s-9)
cc(1930s-9, and-10)
amod(1940s-12, early-11)
conj(1930s-9, 1940s-12)
punct(built-17, ,-13)
advmod(two-15, only-14)
nsubjpass(built-17, two-15)
auxpass(built-17, were-16)
root(ROOT-0, built-17)
prep(built-17, on-18)
det(stretch-20, the-19)
pobj(on-18, stretch-20)
prep(stretch-20, of-21)
amod(Highway-25, old-22)
nn(Angeles-24, Los-23)
nn(Highway-25, Angeles-24)
pobj(of-21, Highway-25)
nsubj(became-28, that-26)
advmod(became-28, ultimately-27)
rcmod(stretch-20, became-28)
det(Strip-30, the-29)
xcomp(became-28, Strip-30)
punct(built-17, .-31)

det(Vegas-4, The-1)
nn(Rancho-3, El-2)
nn(Vegas-4, Rancho-3)
nsubj(first-8, Vegas-4)
dep(Vegas-4, 1941-5)
cop(first-8, was-6)
det(first-8, the-7)
root(ROOT-0, first-8)
punct(first-8, ,-9)
vmod(first-8, followed-10)
prep(followed-10, by-11)
det(Frontier-14, the-12)
nn(Frontier-14, Last-13)
pobj(by-11, Frontier-14)
dep(Frontier-14, 1943-15)
punct(first-8, .-16)

prep(earned-14, During-1)
det(period-3, this-2)
pobj(During-1, period-3)
punct(earned-14, ,-4)
nn(Coast-6, East-5)
nn(Syndicate-7, Coast-6)
nn(member-8, Syndicate-7)
nn(Siegel-13, member-8)
nn(Siegel-13, Benjamin-9)
dep(Siegel-13, "-10)
nn(Siegel-13, Bugsy-11)
dep(Siegel-13, "-12)
nsubj(earned-14, Siegel-13)
root(ROOT-0, earned-14)
det(foothold-16, a-15)
dobj(earned-14, foothold-16)
prep(earned-14, as-17)
det(operator-21, a-18)
amod(operator-21, local-19)
nn(operator-21, casino-20)
pobj(as-17, operator-21)
punct(earned-14, .-22)

prep(become-5, By-1)
pobj(By-1, 1945-2)
nsubj(become-5, Siegel-3)
aux(become-5, had-4)
root(ROOT-0, become-5)
num(visionaries-12, one-6)
quantmod(one-6, of-7)
nn(Vegas-9, Las-8)
poss(visionaries-12, Vegas-9)
possessive(Vegas-9, RSQUOs-10)
amod(visionaries-12, original-11)
xcomp(become-5, visionaries-12)
punct(become-5, ,-13)
vmod(become-5, planning-14)
det(resort-17, an-15)
amod(resort-17, opulent-16)
dobj(planning-14, resort-17)
prep(resort-17, on-18)
det(end-21, the-19)
amod(end-21, southern-20)
pobj(on-18, end-21)
prep(end-21, of-22)
det(Highway-25, the-23)
nn(Highway-25, LA-24)
pobj(of-22, Highway-25)
punct(become-5, .-26)

advmod(opened-4, When-1)
det(Flamingo-3, the-2)
nsubj(opened-4, Flamingo-3)
advcl(did-10, opened-4)
prep(opened-4, in-5)
nn(1946-7, December-6)
pobj(in-5, 1946-7)
punct(did-10, ,-8)
nsubj(did-10, it-9)
root(ROOT-0, did-10)
advmod(did-10, so-11)
prep(did-10, with-12)
nn(flair-14, Hollywood-13)
pobj(with-12, flair-14)
cc(flair-14, and-15)
det(flash-19, the-16)
amod(flash-19, new-17)
nn(flash-19, Vegas-18)
conj(flair-14, flash-19)
punct(did-10, .-20)

cc(displeased-10, But-1)
det(bosses-4, the-2)
nn(bosses-4, Mafia-3)
nsubjpass(displeased-10, bosses-4)
nsubj(financed-6, who-5)
rcmod(bosses-4, financed-6)
det(operation-8, the-7)
dobj(financed-6, operation-8)
auxpass(displeased-10, were-9)
root(ROOT-0, displeased-10)
prep(displeased-10, with-11)
poss(performance-13, its-12)
pobj(with-11, performance-13)
punct(displeased-10, ;-14)
nsubjpass(murdered-17, Siegel-15)
auxpass(murdered-17, was-16)
parataxis(displeased-10, murdered-17)
prep(murdered-17, in-18)
det(summer-20, the-19)
pobj(in-18, summer-20)
prep(summer-20, of-21)
pobj(of-21, 1947-22)
punct(displeased-10, .-23)

prep(survived-9, Despite-1)
poss(failings-4, its-2)
amod(failings-4, initial-3)
pobj(Despite-1, failings-4)
punct(survived-9, ,-5)
poss(Flamingo-8, Siegel-6)
possessive(Siegel-6, RSQUOs-7)
nsubj(survived-9, Flamingo-8)
root(ROOT-0, survived-9)
dobj(survived-9, him-10)
punct(survived-9, ,-11)
dep(did-13, as-12)
advcl(survived-9, did-13)
nn(infiltration-15, mob-14)
nsubj(did-13, infiltration-15)
prep(infiltration-15, of-16)
pobj(of-16, casinos-17)
punct(survived-9, .-18)

prep(launch-7, In-1)
pobj(In-1, fact-2)
punct(launch-7, ,-3)
